511,635,751,854,935,992,1019,1016,983,921,835,729,610,485,362,248,149,72,22,0,9,49,115,206,315,436,561,683,794,889,961,1006,1022,1006,961,889,794,683,561,436,315,206,115,49,9,0,22,72,149,248,362,485,610,729,835,921,983,1016,1019,992,935,854,751,635,511,386,270,167,86,29,2,5,38,100,186,292,411,536,659,773,872,949,999,1021,1012,972,906,815,706,585,460,338,227,132,60,15,0,15,60,132,227,338,460,585,706,815,906,972,1012,1021,999,949,872,773,659,536,411,292,186,100,38,5,2,29,86,167,270,386,510,635,751,854,935,992,1019,1016,983,921,835,729,610,485,362,248,149,72,22,0,9,49,115,206,315,436,561,683,794,889,961,1006,1022,1006,961,889,794,683,561,436,315,206,115,49,9,0,22,72,149,248,362,485,610,729,835,921,983,1016,1019,992,935,854,751,635,511,386,270,167,86,29,2,5,38,100,186,292,411,536,659,773,872,949,999,1021,1012,972,906,815,706,585,460,338,227,132,60,15,0,15,60,132,227,338,460,585,706,815,906,972,1012,1021,999,949,872,773,659,536,411,292,186,100,38,5,2,29,86,167,270,386,510,635,751,854,935,992,1019,1016,983,921,835,729,610,485,362,248,149,72,22,0,9,49,115,206,315,436,561,683,794,889,961,1006,1022,1006,961,889,794,683,561,436,315,206,115,49,9,0,22,72,149,248,362,485,610,729,835,921,983,1016,1019,992,935,854,751,635,510,386,270,167,86,29,2,5,38,100,186,292,411,536,659,773,872,949,999,1021,1012,972,906,815,706,585,460,338,227,132,60,15,0,15,60,132,227,338,460,585,706,815,906,972,1012,1021,999,949,872,773,659,536,411,292,186,100,38,5,2,29,86,167,270,386,510,635,751,854,935,992,1019,1016,983,921,835,729,610,485,362,248,149,72,22,0,9,49,115,206,315,436,561,683,794,889,961,1006,1022,1006,961,889,794,683,561,436,315,206,115,49,9,0,22,72,149,248,362,485,610,729,835,921,983,1016,1019,992,935,854,751,635,511,386,270,167,86,29,2,5,38,100,186,292,411,536,659,773,872,949,999,1021,1012,972,906,815,706,585,460,338,227,132,60,15,0,15,60,132,227,338,460,585,706,815,906,972,1012,1021,999,949,872,773,659,536,411,292,186,100,38,5,2,29,86,167,270,386,510,635,751,854,935,992,1019,1016,983,921,835,729,610,485,362,248,149,72,22,0,9,49,115,206,315,436,561,683,794,889,961,1006,1022,1006,961,889,794,683,561,436,315,206,115,49,9,0,22,72,149,248,362,485,610,729,835,921,983,1016,1019,992,935,854,751,635,511,386,270,167,86,29,2,5,38,100,186,292,411,536,659,773,872,949,999,1021,1012,972,906,815,706,585,460,338,227,132,60,15,0,15,60,132,227,338,460,585,706,815,906,972,1012,1021,999,949,872,773,659,536,411,292,186,100,38,5,2,29,86,167,270,386,511,635,751,854,935,992,1019,1016,983,921,835,729,610,485,362,248,149,72,22,0,9,49,115,206,315,436,561,683,794,889,961,1006,1022,1006,961,889,794,683,561,436,315,206,115,49,9,0,22,72,149,248,362,485,610,729,835,921,983,1016,1019,992,935,854,751,635,510,386,270,167,86,29,2,5,38,100,186,292,411,536,659,773,872,949,999,1021,1012,972,906,815,706,585,460,338,227,132,60,15,0,15,60,132,227,338,460,585,706,815,906,972,1012,1021,999,949,872,773,659,536,411,292,186,100,38,5,2,29,86,167,270,386,510,635,751,854,935,992,1019,1016,983,921,835,729,610,485,362,248,149,72,22,0,9,49,115,206,315,436,561,683,794,889,961,1006,1022,1006,961,889,794,683,561,436,315,206,115,49,9,0,22,72,149,248,362,485,610,729,835,921,983,1016,1019,992,935,854,751,635,511,386,270,167,86,29,2,5,38,100,186,292,411,536,659,773,872,949,999,1021,1012,972,906,815,706,585,460,338,227,132,60,15,0,15,60,132,227,338,460,585,706,815,906,972,1012,1021,999,949,872,773,659,536,411,292,186,100,38,5,2,29,86,167,270,386,510,635,751,854,935,992,1019,1016,983,921,835,729,610,485,362,248,149,72,22,0,9,49,115,206,315,436,561,683,794,889,961,1006,1022,1006,961,889,794,683,561,436,315,206,115,49,9,0,22,72,149,248,362,485,610,729,835,921,983,1016,1019,992,935,854,751,635,511,386,270,167,86,29,2,5,38,100,186,292,411,536,659,773,872,949,999,1021,1012,972,906,815,706,585,460,338,227,132,60,15,0,15,60,132,227,338,460,585,706,815,906,972,1012,1021,999,949

